,team,total,team_opp,total_opp,season,date,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,home_opp,won
20,GSW,109,DAL,119,2022,2022-05-24,240.0,240.0,41.0,84.0,0.488,10.0,28.0,0.357,17.0,26.0,0.654,6.0,36.0,42.0,26.0,5.0,4.0,8.0,18.0,109.0,,0.571,0.548,0.333,0.31,12.8,90.0,48.3,63.4,5.2,10.3,7.7,100.0,114.2,124.6,,,7.0,16.0,1.0,2.0,6.0,0.667,6.0,8.0,1.0,3.0,8.0,8.0,8.0,2.0,2.0,2.0,6.0,20.0,18.0,1.0,1.0,0.6,1.0,13.4,44.3,21.7,38.4,4.4,9.5,18.8,35.4,209.0,131.0,0,1,240.0,240.0,41.0,82.0,0.5,20.0,43.0,0.465,17.0,22.0,0.773,4.0,41.0,45.0,30.0,4.0,6.0,8.0,19.0,119.0,,0.649,0.622,0.524,0.268,10.0,87.2,51.7,73.2,4.2,10.7,8.0,100.0,124.6,114.2,,,10.0,26.0,1.0,6.0,11.0,1.0,7.0,10.0,1.0,2.0,14.0,14.0,9.0,2.0,3.0,3.0,5.0,30.0,18.0,1.25,1.25,1.0,0.571,12.3,42.0,28.4,40.5,3.0,11.6,25.5,42.7,250.0,121.0,1,False
21,DAL,119,GSW,109,2022,2022-05-24,240.0,240.0,41.0,82.0,0.5,20.0,43.0,0.465,17.0,22.0,0.773,4.0,41.0,45.0,30.0,4.0,6.0,8.0,19.0,119.0,,0.649,0.622,0.524,0.268,10.0,87.2,51.7,73.2,4.2,10.7,8.0,100.0,124.6,114.2,,,10.0,26.0,1.0,6.0,11.0,1.0,7.0,10.0,1.0,2.0,14.0,14.0,9.0,2.0,3.0,3.0,5.0,30.0,18.0,1.25,1.25,1.0,0.571,12.3,42.0,28.4,40.5,3.0,11.6,25.5,42.7,250.0,121.0,1,0,240.0,240.0,41.0,84.0,0.488,10.0,28.0,0.357,17.0,26.0,0.654,6.0,36.0,42.0,26.0,5.0,4.0,8.0,18.0,109.0,,0.571,0.548,0.333,0.31,12.8,90.0,48.3,63.4,5.2,10.3,7.7,100.0,114.2,124.6,,,7.0,16.0,1.0,2.0,6.0,0.667,6.0,8.0,1.0,3.0,8.0,8.0,8.0,2.0,2.0,2.0,6.0,20.0,18.0,1.0,1.0,0.6,1.0,13.4,44.3,21.7,38.4,4.4,9.5,18.8,35.4,209.0,131.0,0,True
22,BOS,102,MIA,82,2022,2022-05-23,240.0,240.0,31.0,78.0,0.397,8.0,34.0,0.235,32.0,38.0,0.842,14.0,46.0,60.0,21.0,4.0,11.0,9.0,15.0,102.0,,0.538,0.449,0.436,0.487,32.6,82.1,60.6,67.7,4.5,20.4,8.7,100.0,114.0,91.6,,,8.0,20.0,0.8,3.0,8.0,1.0,14.0,16.0,1.0,5.0,11.0,13.0,6.0,3.0,4.0,3.0,5.0,31.0,37.0,1.136,0.813,0.75,1.0,30.0,28.8,26.1,36.1,3.9,10.8,15.3,35.6,250.0,104.0,1,0,240.0,240.0,30.0,90.0,0.333,14.0,36.0,0.389,8.0,14.0,0.571,10.0,29.0,39.0,22.0,4.0,2.0,9.0,26.0,82.0,,0.426,0.411,0.4,0.156,17.9,67.4,39.4,73.3,4.5,4.5,8.6,100.0,91.6,114.0,,,7.0,16.0,0.75,4.0,8.0,1.0,5.0,8.0,0.625,3.0,5.0,7.0,7.0,2.0,2.0,3.0,4.0,23.0,9.0,0.875,0.875,0.727,1.0,15.7,26.1,12.4,51.1,4.6,10.2,33.3,31.2,120.0,124.0,0,True
23,MIA,82,BOS,102,2022,2022-05-23,240.0,240.0,30.0,90.0,0.333,14.0,36.0,0.389,8.0,14.0,0.571,10.0,29.0,39.0,22.0,4.0,2.0,9.0,26.0,82.0,,0.426,0.411,0.4,0.156,17.9,67.4,39.4,73.3,4.5,4.5,8.6,100.0,91.6,114.0,,,7.0,16.0,0.75,4.0,8.0,1.0,5.0,8.0,0.625,3.0,5.0,7.0,7.0,2.0,2.0,3.0,4.0,23.0,9.0,0.875,0.875,0.727,1.0,15.7,26.1,12.4,51.1,4.6,10.2,33.3,31.2,120.0,124.0,0,1,240.0,240.0,31.0,78.0,0.397,8.0,34.0,0.235,32.0,38.0,0.842,14.0,46.0,60.0,21.0,4.0,11.0,9.0,15.0,102.0,,0.538,0.449,0.436,0.487,32.6,82.1,60.6,67.7,4.5,20.4,8.7,100.0,114.0,91.6,,,8.0,20.0,0.8,3.0,8.0,1.0,14.0,16.0,1.0,5.0,11.0,13.0,6.0,3.0,4.0,3.0,5.0,31.0,37.0,1.136,0.813,0.75,1.0,30.0,28.8,26.1,36.1,3.9,10.8,15.3,35.6,250.0,104.0,1,False
24,GSW,109,DAL,100,2022,2022-05-22,240.0,240.0,38.0,81.0,0.469,11.0,32.0,0.344,22.0,25.0,0.88,14.0,33.0,47.0,28.0,5.0,1.0,10.0,23.0,109.0,,0.592,0.537,0.395,0.309,35.0,82.5,58.8,73.7,5.8,3.3,9.8,100.0,126.7,116.2,,,11.0,20.0,0.75,5.0,10.0,0.5,6.0,6.0,1.0,6.0,8.0,12.0,11.0,2.0,1.0,3.0,5.0,31.0,22.0,0.868,0.75,1.0,1.0,18.1,32.9,24.7,52.7,4.0,4.3,100.0,30.9,161.0,124.0,0,1,240.0,240.0,30.0,75.0,0.4,13.0,45.0,0.289,27.0,34.0,0.794,7.0,26.0,33.0,18.0,4.0,2.0,7.0,18.0,100.0,,0.556,0.487,0.6,0.453,17.5,65.0,41.3,60.0,4.6,4.1,7.2,100.0,116.2,126.7,,,11.0,23.0,1.0,4.0,10.0,0.5,14.0,17.0,1.0,3.0,11.0,11.0,4.0,2.0,2.0,3.0,4.0,40.0,11.0,0.798,1.0,1.0,2.0,15.0,32.7,16.3,40.0,4.4,4.9,16.7,41.0,172.0,135.0,1,True
25,DAL,100,GSW,109,2022,2022-05-22,240.0,240.0,30.0,75.0,0.4,13.0,45.0,0.289,27.0,34.0,0.794,7.0,26.0,33.0,18.0,4.0,2.0,7.0,18.0,100.0,,0.556,0.487,0.6,0.453,17.5,65.0,41.3,60.0,4.6,4.1,7.2,100.0,116.2,126.7,,,11.0,23.0,1.0,4.0,10.0,0.5,14.0,17.0,1.0,3.0,11.0,11.0,4.0,2.0,2.0,3.0,4.0,40.0,11.0,0.798,1.0,1.0,2.0,15.0,32.7,16.3,40.0,4.4,4.9,16.7,41.0,172.0,135.0,1,0,240.0,240.0,38.0,81.0,0.469,11.0,32.0,0.344,22.0,25.0,0.88,14.0,33.0,47.0,28.0,5.0,1.0,10.0,23.0,109.0,,0.592,0.537,0.395,0.309,35.0,82.5,58.8,73.7,5.8,3.3,9.8,100.0,126.7,116.2,,,11.0,20.0,0.75,5.0,10.0,0.5,6.0,6.0,1.0,6.0,8.0,12.0,11.0,2.0,1.0,3.0,5.0,31.0,22.0,0.868,0.75,1.0,1.0,18.1,32.9,24.7,52.7,4.0,4.3,100.0,30.9,161.0,124.0,0,False
26,BOS,103,MIA,109,2022,2022-05-21,240.0,240.0,34.0,70.0,0.486,12.0,32.0,0.375,23.0,30.0,0.767,9.0,35.0,44.0,21.0,2.0,7.0,23.0,21.0,103.0,,0.619,0.571,0.457,0.429,25.7,81.4,56.4,61.8,2.1,11.9,21.7,100.0,107.9,114.2,,,14.0,20.0,1.0,3.0,9.0,1.0,9.0,12.0,1.0,2.0,12.0,14.0,7.0,1.0,3.0,7.0,6.0,40.0,8.0,1.5,1.5,1.0,0.667,100.0,32.1,100.0,47.6,1.3,11.6,69.4,100.0,300.0,121.0,1,0,240.0,240.0,43.0,92.0,0.467,11.0,33.0,0.333,12.0,14.0,0.857,8.0,26.0,34.0,22.0,19.0,4.0,8.0,24.0,109.0,,0.555,0.527,0.359,0.152,18.6,74.3,43.6,51.2,19.9,10.5,7.5,100.0,114.2,107.9,,,15.0,22.0,0.75,4.0,7.0,0.571,4.0,5.0,1.0,2.0,8.0,10.0,6.0,4.0,1.0,2.0,5.0,31.0,17.0,0.901,0.875,0.636,1.25,10.9,79.5,35.7,27.3,9.8,6.5,33.3,33.5,141.0,120.0,0,False
27,MIA,109,BOS,103,2022,2022-05-21,240.0,240.0,43.0,92.0,0.467,11.0,33.0,0.333,12.0,14.0,0.857,8.0,26.0,34.0,22.0,19.0,4.0,8.0,24.0,109.0,,0.555,0.527,0.359,0.152,18.6,74.3,43.6,51.2,19.9,10.5,7.5,100.0,114.2,107.9,,,15.0,22.0,0.75,4.0,7.0,0.571,4.0,5.0,1.0,2.0,8.0,10.0,6.0,4.0,1.0,2.0,5.0,31.0,17.0,0.901,0.875,0.636,1.25,10.9,79.5,35.7,27.3,9.8,6.5,33.3,33.5,141.0,120.0,0,1,240.0,240.0,34.0,70.0,0.486,12.0,32.0,0.375,23.0,30.0,0.767,9.0,35.0,44.0,21.0,2.0,7.0,23.0,21.0,103.0,,0.619,0.571,0.457,0.429,25.7,81.4,56.4,61.8,2.1,11.9,21.7,100.0,107.9,114.2,,,14.0,20.0,1.0,3.0,9.0,1.0,9.0,12.0,1.0,2.0,12.0,14.0,7.0,1.0,3.0,7.0,6.0,40.0,8.0,1.5,1.5,1.0,0.667,100.0,32.1,100.0,47.6,1.3,11.6,69.4,100.0,300.0,121.0,1,True
28,DAL,117,GSW,126,2022,2022-05-20,240.0,240.0,37.0,78.0,0.474,21.0,45.0,0.467,22.0,29.0,0.759,4.0,26.0,30.0,22.0,7.0,5.0,12.0,20.0,117.0,,0.645,0.609,0.577,0.372,10.3,76.5,41.1,59.5,7.3,9.3,11.7,100.0,121.2,130.5,,,12.0,23.0,0.667,6.0,10.0,0.714,13.0,15.0,1.0,2.0,7.0,8.0,8.0,3.0,2.0,4.0,4.0,42.0,7.0,0.872,0.833,1.0,0.667,17.0,28.1,18.2,45.9,6.9,5.4,40.0,39.7,150.0,137.0,0,1,240.0,240.0,46.0,82.0,0.561,14.0,28.0,0.5,20.0,25.0,0.8,8.0,35.0,43.0,33.0,4.0,2.0,13.0,26.0,126.0,,0.677,0.646,0.341,0.305,23.5,89.7,58.9,71.7,4.1,6.1,12.3,100.0,130.5,121.2,,,11.0,21.0,1.0,6.0,10.0,1.0,7.0,7.0,1.0,5.0,8.0,12.0,5.0,2.0,1.0,4.0,6.0,32.0,26.0,1.034,1.125,1.0,0.75,21.9,30.9,24.5,24.3,3.5,6.1,36.8,31.5,210.0,126.0,1,False
29,GSW,126,DAL,117,2022,2022-05-20,240.0,240.0,46.0,82.0,0.561,14.0,28.0,0.5,20.0,25.0,0.8,8.0,35.0,43.0,33.0,4.0,2.0,13.0,26.0,126.0,,0.677,0.646,0.341,0.305,23.5,89.7,58.9,71.7,4.1,6.1,12.3,100.0,130.5,121.2,,,11.0,21.0,1.0,6.0,10.0,1.0,7.0,7.0,1.0,5.0,8.0,12.0,5.0,2.0,1.0,4.0,6.0,32.0,26.0,1.034,1.125,1.0,0.75,21.9,30.9,24.5,24.3,3.5,6.1,36.8,31.5,210.0,126.0,1,0,240.0,240.0,37.0,78.0,0.474,21.0,45.0,0.467,22.0,29.0,0.759,4.0,26.0,30.0,22.0,7.0,5.0,12.0,20.0,117.0,,0.645,0.609,0.577,0.372,10.3,76.5,41.1,59.5,7.3,9.3,11.7,100.0,121.2,130.5,,,12.0,23.0,0.667,6.0,10.0,0.714,13.0,15.0,1.0,2.0,7.0,8.0,8.0,3.0,2.0,4.0,4.0,42.0,7.0,0.872,0.833,1.0,0.667,17.0,28.1,18.2,45.9,6.9,5.4,40.0,39.7,150.0,137.0,0,True
30,BOS,127,MIA,102,2022,2022-05-19,240.0,240.0,43.0,84.0,0.512,20.0,40.0,0.5,21.0,23.0,0.913,8.0,33.0,41.0,28.0,8.0,5.0,9.0,21.0,127.0,,0.675,0.631,0.476,0.274,21.1,73.3,49.4,65.1,8.5,9.6,8.7,100.0,135.1,108.5,,,9.0,22.0,1.0,5.0,12.0,1.0,7.0,8.0,1.0,2.0,7.0,9.0,12.0,3.0,3.0,3.0,5.0,27.0,39.0,1.25,1.25,1.0,2.0,25.5,24.3,23.4,68.3,3.8,13.9,42.9,31.9,215.0,118.0,0,1,240.0,240.0,38.0,86.0,0.442,10.0,34.0,0.294,16.0,22.0,0.727,12.0,30.0,42.0,21.0,4.0,3.0,14.0,18.0,102.0,,0.533,0.5,0.395,0.256,26.7,78.9,50.6,55.3,4.3,6.8,12.8,100.0,108.5,135.1,,,11.0,18.0,1.0,4.0,8.0,1.0,9.0,10.0,1.0,5.0,6.0,9.0,3.0,1.0,1.0,3.0,3.0,29.0,7.0,1.0,1.0,1.0,1.25,16.9,44.1,27.5,50.2,3.6,7.6,22.5,33.0,207.0,140.0,1,True
31,MIA,102,BOS,127,2022,2022-05-19,240.0,240.0,38.0,86.0,0.442,10.0,34.0,0.294,16.0,22.0,0.727,12.0,30.0,42.0,21.0,4.0,3.0,14.0,18.0,102.0,,0.533,0.5,0.395,0.256,26.7,78.9,50.6,55.3,4.3,6.8,12.8,100.0,108.5,135.1,,,11.0,18.0,1.0,4.0,8.0,1.0,9.0,10.0,1.0,5.0,6.0,9.0,3.0,1.0,1.0,3.0,3.0,29.0,7.0,1.0,1.0,1.0,1.25,16.9,44.1,27.5,50.2,3.6,7.6,22.5,33.0,207.0,140.0,1,0,240.0,240.0,43.0,84.0,0.512,20.0,40.0,0.5,21.0,23.0,0.913,8.0,33.0,41.0,28.0,8.0,5.0,9.0,21.0,127.0,,0.675,0.631,0.476,0.274,21.1,73.3,49.4,65.1,8.5,9.6,8.7,100.0,135.1,108.5,,,9.0,22.0,1.0,5.0,12.0,1.0,7.0,8.0,1.0,2.0,7.0,9.0,12.0,3.0,3.0,3.0,5.0,27.0,39.0,1.25,1.25,1.0,2.0,25.5,24.3,23.4,68.3,3.8,13.9,42.9,31.9,215.0,118.0,0,False
32,DAL,87,GSW,112,2022,2022-05-18,240.0,240.0,31.0,86.0,0.36,11.0,48.0,0.229,14.0,21.0,0.667,9.0,26.0,35.0,14.0,7.0,1.0,13.0,17.0,87.0,,0.457,0.424,0.558,0.244,17.0,78.8,40.7,45.2,7.3,1.9,12.0,100.0,90.3,116.3,,,6.0,18.0,0.75,3.0,10.0,0.429,5.0,8.0,1.0,5.0,7.0,7.0,4.0,2.0,1.0,7.0,4.0,20.0,4.0,0.788,0.75,1.0,1.0,13.4,86.4,33.2,100.0,9.9,17.9,33.3,52.7,170.0,123.0,0,1,240.0,240.0,46.0,82.0,0.561,10.0,29.0,0.345,10.0,16.0,0.625,7.0,44.0,51.0,24.0,8.0,7.0,15.0,22.0,112.0,,0.629,0.622,0.354,0.195,21.2,83.0,59.3,52.2,8.3,18.4,14.4,100.0,116.3,90.3,,,8.0,17.0,1.0,3.0,9.0,1.0,4.0,7.0,1.0,2.0,10.0,12.0,4.0,2.0,2.0,3.0,5.0,21.0,28.0,1.5,1.5,1.0,0.5,10.3,36.4,22.4,20.7,9.9,8.9,100.0,44.6,300.0,102.0,1,False
33,GSW,112,DAL,87,2022,2022-05-18,240.0,240.0,46.0,82.0,0.561,10.0,29.0,0.345,10.0,16.0,0.625,7.0,44.0,51.0,24.0,8.0,7.0,15.0,22.0,112.0,,0.629,0.622,0.354,0.195,21.2,83.0,59.3,52.2,8.3,18.4,14.4,100.0,116.3,90.3,,,8.0,17.0,1.0,3.0,9.0,1.0,4.0,7.0,1.0,2.0,10.0,12.0,4.0,2.0,2.0,3.0,5.0,21.0,28.0,1.5,1.5,1.0,0.5,10.3,36.4,22.4,20.7,9.9,8.9,100.0,44.6,300.0,102.0,1,0,240.0,240.0,31.0,86.0,0.36,11.0,48.0,0.229,14.0,21.0,0.667,9.0,26.0,35.0,14.0,7.0,1.0,13.0,17.0,87.0,,0.457,0.424,0.558,0.244,17.0,78.8,40.7,45.2,7.3,1.9,12.0,100.0,90.3,116.3,,,6.0,18.0,0.75,3.0,10.0,0.429,5.0,8.0,1.0,5.0,7.0,7.0,4.0,2.0,1.0,7.0,4.0,20.0,4.0,0.788,0.75,1.0,1.0,13.4,86.4,33.2,100.0,9.9,17.9,33.3,52.7,170.0,123.0,0,True
34,MIA,118,BOS,107,2022,2022-05-17,240.0,240.0,39.0,80.0,0.488,10.0,30.0,0.333,30.0,34.0,0.882,9.0,30.0,39.0,18.0,10.0,12.0,12.0,24.0,118.0,,0.621,0.55,0.375,0.425,23.1,78.9,50.6,46.2,10.3,26.7,11.2,100.0,121.9,110.5,,,12.0,19.0,0.75,3.0,8.0,0.5,17.0,18.0,1.0,5.0,7.0,9.0,5.0,4.0,4.0,4.0,4.0,41.0,25.0,0.806,0.75,0.889,1.25,23.4,32.2,23.7,23.2,6.4,11.4,24.4,33.2,159.0,120.0,1,0,240.0,240.0,36.0,79.0,0.456,11.0,34.0,0.324,24.0,32.0,0.75,8.0,30.0,38.0,22.0,8.0,8.0,16.0,23.0,107.0,,0.575,0.525,0.43,0.405,21.1,76.9,49.4,61.1,8.3,16.0,14.7,100.0,110.5,121.9,,,10.0,21.0,0.8,4.0,11.0,0.5,7.0,10.0,1.0,2.0,8.0,10.0,6.0,4.0,3.0,7.0,5.0,29.0,5.0,0.812,0.8,1.0,0.875,11.1,30.3,19.7,26.1,4.5,25.4,29.1,32.0,170.0,129.0,0,True
35,BOS,107,MIA,118,2022,2022-05-17,240.0,240.0,36.0,79.0,0.456,11.0,34.0,0.324,24.0,32.0,0.75,8.0,30.0,38.0,22.0,8.0,8.0,16.0,23.0,107.0,,0.575,0.525,0.43,0.405,21.1,76.9,49.4,61.1,8.3,16.0,14.7,100.0,110.5,121.9,,,10.0,21.0,0.8,4.0,11.0,0.5,7.0,10.0,1.0,2.0,8.0,10.0,6.0,4.0,3.0,7.0,5.0,29.0,5.0,0.812,0.8,1.0,0.875,11.1,30.3,19.7,26.1,4.5,25.4,29.1,32.0,170.0,129.0,0,1,240.0,240.0,39.0,80.0,0.488,10.0,30.0,0.333,30.0,34.0,0.882,9.0,30.0,39.0,18.0,10.0,12.0,12.0,24.0,118.0,,0.621,0.55,0.375,0.425,23.1,78.9,50.6,46.2,10.3,26.7,11.2,100.0,121.9,110.5,,,12.0,19.0,0.75,3.0,8.0,0.5,17.0,18.0,1.0,5.0,7.0,9.0,5.0,4.0,4.0,4.0,4.0,41.0,25.0,0.806,0.75,0.889,1.25,23.4,32.2,23.7,23.2,6.4,11.4,24.4,33.2,159.0,120.0,1,False
36,DAL,123,PHO,90,2022,2022-05-15,240.0,240.0,46.0,81.0,0.568,19.0,39.0,0.487,12.0,12.0,1.0,6.0,37.0,43.0,14.0,9.0,6.0,11.0,17.0,123.0,,0.713,0.685,0.481,0.148,20.0,71.2,52.4,30.4,10.1,11.3,11.3,100.0,137.6,100.6,,,12.0,19.0,1.0,6.0,11.0,1.0,5.0,5.0,1.0,3.0,9.0,10.0,4.0,2.0,3.0,2.0,4.0,35.0,44.0,1.5,1.5,1.0,0.5,16.2,28.5,19.3,23.3,16.7,12.9,50.0,46.0,300.0,114.0,0,1,240.0,240.0,33.0,87.0,0.379,12.0,34.0,0.353,12.0,18.0,0.667,15.0,24.0,39.0,22.0,8.0,4.0,12.0,18.0,90.0,,0.474,0.448,0.391,0.207,28.8,80.0,47.6,66.7,8.9,9.5,11.2,100.0,100.6,137.6,,,4.0,14.0,0.8,3.0,6.0,1.0,5.0,6.0,1.0,4.0,4.0,6.0,4.0,2.0,1.0,4.0,3.0,12.0,11.0,1.0,1.0,0.8,0.8,37.0,77.1,47.0,76.0,20.3,22.9,25.0,45.0,211.0,146.0,1,True
37,MIL,81,BOS,109,2022,2022-05-15,240.0,240.0,33.0,90.0,0.367,4.0,33.0,0.121,11.0,16.0,0.688,11.0,45.0,56.0,20.0,5.0,5.0,13.0,18.0,81.0,,0.417,0.389,0.367,0.178,21.6,84.9,53.8,60.6,5.1,15.2,11.8,100.0,83.0,111.7,,,10.0,26.0,1.0,2.0,6.0,0.667,4.0,6.0,1.0,4.0,17.0,20.0,9.0,2.0,3.0,5.0,4.0,25.0,-4.0,1.0,1.0,0.833,0.4,45.9,35.7,22.5,100.0,2.4,11.7,100.0,42.6,209.0,120.0,0,1,240.0,240.0,37.0,88.0,0.42,22.0,55.0,0.4,13.0,18.0,0.722,8.0,40.0,48.0,29.0,5.0,7.0,12.0,19.0,109.0,,0.568,0.545,0.625,0.205,15.1,78.4,46.2,78.4,5.1,12.3,11.1,100.0,111.7,83.0,,,10.0,22.0,1.0,7.0,18.0,1.0,6.0,7.0,1.0,2.0,9.0,10.0,10.0,2.0,2.0,7.0,5.0,27.0,25.0,1.5,1.5,1.0,0.778,14.4,45.9,22.5,63.3,7.8,26.7,30.2,28.3,300.0,93.0,1,False
38,BOS,109,MIL,81,2022,2022-05-15,240.0,240.0,37.0,88.0,0.42,22.0,55.0,0.4,13.0,18.0,0.722,8.0,40.0,48.0,29.0,5.0,7.0,12.0,19.0,109.0,,0.568,0.545,0.625,0.205,15.1,78.4,46.2,78.4,5.1,12.3,11.1,100.0,111.7,83.0,,,10.0,22.0,1.0,7.0,18.0,1.0,6.0,7.0,1.0,2.0,9.0,10.0,10.0,2.0,2.0,7.0,5.0,27.0,25.0,1.5,1.5,1.0,0.778,14.4,45.9,22.5,63.3,7.8,26.7,30.2,28.3,300.0,93.0,1,0,240.0,240.0,33.0,90.0,0.367,4.0,33.0,0.121,11.0,16.0,0.688,11.0,45.0,56.0,20.0,5.0,5.0,13.0,18.0,81.0,,0.417,0.389,0.367,0.178,21.6,84.9,53.8,60.6,5.1,15.2,11.8,100.0,83.0,111.7,,,10.0,26.0,1.0,2.0,6.0,0.667,4.0,6.0,1.0,4.0,17.0,20.0,9.0,2.0,3.0,5.0,4.0,25.0,-4.0,1.0,1.0,0.833,0.4,45.9,35.7,22.5,100.0,2.4,11.7,100.0,42.6,209.0,120.0,0,True
39,PHO,90,DAL,123,2022,2022-05-15,240.0,240.0,33.0,87.0,0.379,12.0,34.0,0.353,12.0,18.0,0.667,15.0,24.0,39.0,22.0,8.0,4.0,12.0,18.0,90.0,,0.474,0.448,0.391,0.207,28.8,80.0,47.6,66.7,8.9,9.5,11.2,100.0,100.6,137.6,,,4.0,14.0,0.8,3.0,6.0,1.0,5.0,6.0,1.0,4.0,4.0,6.0,4.0,2.0,1.0,4.0,3.0,12.0,11.0,1.0,1.0,0.8,0.8,37.0,77.1,47.0,76.0,20.3,22.9,25.0,45.0,211.0,146.0,1,0,240.0,240.0,46.0,81.0,0.568,19.0,39.0,0.487,12.0,12.0,1.0,6.0,37.0,43.0,14.0,9.0,6.0,11.0,17.0,123.0,,0.713,0.685,0.481,0.148,20.0,71.2,52.4,30.4,10.1,11.3,11.3,100.0,137.6,100.6,,,12.0,19.0,1.0,6.0,11.0,1.0,5.0,5.0,1.0,3.0,9.0,10.0,4.0,2.0,3.0,2.0,4.0,35.0,44.0,1.5,1.5,1.0,0.5,16.2,28.5,19.3,23.3,16.7,12.9,50.0,46.0,300.0,114.0,0,False
40,MIL,95,BOS,108,2022,2022-05-13,240.0,240.0,36.0,88.0,0.409,7.0,29.0,0.241,16.0,18.0,0.889,7.0,42.0,49.0,15.0,5.0,3.0,10.0,25.0,95.0,,0.495,0.449,0.33,0.205,17.1,84.0,53.8,41.7,5.2,6.8,9.4,100.0,99.2,112.8,,,14.0,30.0,1.0,3.0,10.0,0.667,14.0,15.0,1.0,3.0,17.0,20.0,6.0,3.0,2.0,6.0,5.0,44.0,2.0,1.0,1.0,1.0,0.5,8.6,68.6,37.7,36.1,3.6,5.2,14.3,47.3,200.0,121.0,1,0,240.0,240.0,38.0,87.0,0.437,17.0,43.0,0.395,15.0,23.0,0.652,8.0,34.0,42.0,22.0,5.0,7.0,8.0,17.0,108.0,,0.556,0.534,0.494,0.264,16.0,82.9,46.2,57.9,5.2,11.9,7.6,100.0,112.8,99.2,,,17.0,32.0,0.667,7.0,15.0,0.571,5.0,7.0,1.0,2.0,9.0,10.0,7.0,2.0,4.0,4.0,5.0,46.0,21.0,1.136,0.667,0.667,1.667,6.5,91.2,41.1,29.4,3.6,11.0,16.1,41.8,250.0,108.0,0,False
41,MEM,96,GSW,110,2022,2022-05-13,240.0,240.0,34.0,96.0,0.354,15.0,36.0,0.417,13.0,20.0,0.65,10.0,34.0,44.0,21.0,8.0,6.0,6.0,12.0,96.0,,0.458,0.432,0.375,0.208,18.2,57.6,38.6,61.8,8.2,11.8,5.4,100.0,98.6,113.0,,,11.0,28.0,0.563,7.0,15.0,0.667,4.0,5.0,1.0,4.0,9.0,10.0,8.0,3.0,4.0,2.0,3.0,30.0,-2.0,0.704,0.688,0.536,1.333,17.9,25.7,14.8,34.1,4.4,10.0,100.0,33.1,142.0,121.0,0,1,240.0,240.0,41.0,104.0,0.394,20.0,53.0,0.377,8.0,11.0,0.727,25.0,45.0,70.0,24.0,3.0,10.0,17.0,17.0,110.0,,0.505,0.49,0.51,0.106,42.4,81.8,61.4,58.5,3.1,16.7,13.5,100.0,113.0,98.6,,,11.0,27.0,0.5,8.0,17.0,0.6,3.0,4.0,1.0,11.0,12.0,22.0,8.0,1.0,3.0,4.0,4.0,30.0,20.0,0.75,0.75,1.0,0.2,25.4,27.3,26.3,30.7,1.3,5.8,33.3,30.1,144.0,109.0,1,False
