mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,33.0,76.0,0.434,9.0,39.0,0.231,18.0,26.0,0.692,5.0,31.0,36.0,27.0,5.0,6.0,15.0,17.0,93.0,,0.532,0.493,0.513,0.342,12.5,73.8,43.9,81.8,5.3,9.2,14.6,100.0,97.8,118.8,BOS,93,0,1,240.0,240.0,44.0,90.0,0.489,10.0,25.0,0.4,15.0,21.0,0.714,11.0,35.0,46.0,18.0,10.0,2.0,9.0,26.0,113.0,,0.569,0.544,0.278,0.233,26.2,87.5,56.1,40.9,10.5,5.4,8.3,100.0,118.8,97.8,LAC,113,1,2023,2022-12-12,False
240.0,240.0,42.0,88.0,0.477,10.0,31.0,0.323,20.0,21.0,0.952,10.0,32.0,42.0,21.0,4.0,1.0,13.0,22.0,114.0,,0.586,0.534,0.352,0.239,22.7,66.7,45.7,50.0,4.1,2.6,11.8,100.0,116.4,123.5,OKC,114,0,1,240.0,240.0,39.0,93.0,0.419,22.0,54.0,0.407,21.0,25.0,0.84,16.0,34.0,50.0,24.0,4.0,3.0,14.0,19.0,121.0,,0.582,0.538,0.581,0.269,33.3,77.3,54.3,61.5,4.1,5.3,11.9,100.0,123.5,116.4,DAL,121,1,2023,2022-12-12,False
240.0,240.0,37.0,93.0,0.398,4.0,27.0,0.148,22.0,33.0,0.667,15.0,28.0,43.0,25.0,12.0,3.0,17.0,17.0,100.0,,0.465,0.419,0.29,0.355,27.3,59.6,42.2,67.6,11.4,5.4,13.7,100.0,95.1,115.1,NOP,100,0,1,240.0,240.0,49.0,103.0,0.476,15.0,47.0,0.319,8.0,12.0,0.667,19.0,40.0,59.0,31.0,4.0,10.0,19.0,23.0,121.0,,0.559,0.549,0.456,0.117,40.4,72.7,57.8,63.3,3.8,15.2,14.9,100.0,115.1,95.1,UTA,121,1,2023,2022-12-13,False
240.0,240.0,49.0,103.0,0.476,15.0,47.0,0.319,8.0,12.0,0.667,19.0,40.0,59.0,31.0,4.0,10.0,19.0,23.0,121.0,,0.559,0.549,0.456,0.117,40.4,72.7,57.8,63.3,3.8,15.2,14.9,100.0,115.1,95.1,UTA,121,1,0,240.0,240.0,37.0,93.0,0.398,4.0,27.0,0.148,22.0,33.0,0.667,15.0,28.0,43.0,25.0,12.0,3.0,17.0,17.0,100.0,,0.465,0.419,0.29,0.355,27.3,59.6,42.2,67.6,11.4,5.4,13.7,100.0,95.1,115.1,NOP,100,0,2023,2022-12-13,True
265.0,265.0,44.0,93.0,0.473,8.0,29.0,0.276,22.0,30.0,0.733,7.0,42.0,49.0,23.0,7.0,9.0,11.0,17.0,118.0,,0.556,0.516,0.312,0.323,15.6,76.4,49.0,52.3,6.4,16.1,9.4,100.0,108.5,112.1,LAL,118,1,0,265.0,265.0,46.0,104.0,0.442,19.0,48.0,0.396,11.0,16.0,0.688,13.0,38.0,51.0,27.0,6.0,2.0,14.0,22.0,122.0,,0.549,0.534,0.462,0.154,23.6,84.4,51.0,58.7,5.5,3.1,11.2,100.0,112.1,108.5,BOS,122,0,2023,2022-12-13,False
240.0,240.0,38.0,95.0,0.4,20.0,50.0,0.4,15.0,19.0,0.789,12.0,25.0,37.0,25.0,7.0,2.0,18.0,22.0,111.0,,0.537,0.505,0.526,0.2,21.8,67.6,40.2,65.8,6.7,3.8,14.8,100.0,105.6,121.8,GSW,111,0,1,240.0,240.0,45.0,82.0,0.549,12.0,29.0,0.414,26.0,32.0,0.813,12.0,43.0,55.0,22.0,8.0,5.0,21.0,18.0,128.0,,0.666,0.622,0.354,0.39,32.4,78.2,59.8,48.9,7.6,11.1,17.9,100.0,121.8,105.6,MIL,128,1,2023,2022-12-13,False
265.0,265.0,46.0,104.0,0.442,19.0,48.0,0.396,11.0,16.0,0.688,13.0,38.0,51.0,27.0,6.0,2.0,14.0,22.0,122.0,,0.549,0.534,0.462,0.154,23.6,84.4,51.0,58.7,5.5,3.1,11.2,100.0,112.1,108.5,BOS,122,0,1,265.0,265.0,44.0,93.0,0.473,8.0,29.0,0.276,22.0,30.0,0.733,7.0,42.0,49.0,23.0,7.0,9.0,11.0,17.0,118.0,,0.556,0.516,0.312,0.323,15.6,76.4,49.0,52.3,6.4,16.1,9.4,100.0,108.5,112.1,LAL,118,1,2023,2022-12-13,True
240.0,240.0,38.0,92.0,0.413,10.0,42.0,0.238,17.0,20.0,0.85,13.0,35.0,48.0,21.0,5.0,4.0,17.0,22.0,103.0,,0.511,0.467,0.457,0.217,25.5,89.7,53.3,55.3,4.9,8.2,14.4,100.0,101.2,120.8,SAC,103,0,1,240.0,240.0,43.0,84.0,0.512,16.0,35.0,0.457,21.0,27.0,0.778,4.0,38.0,42.0,34.0,10.0,4.0,11.0,21.0,123.0,,0.641,0.607,0.417,0.321,10.3,74.5,46.7,79.1,9.8,8.0,10.3,100.0,120.8,101.2,PHI,123,1,2023,2022-12-13,False
240.0,240.0,34.0,81.0,0.42,12.0,35.0,0.343,31.0,34.0,0.912,17.0,50.0,67.0,16.0,6.0,9.0,22.0,21.0,111.0,,0.578,0.494,0.432,0.42,39.5,73.5,60.4,47.1,6.1,17.3,18.7,100.0,113.0,98.7,HOU,111,1,0,240.0,240.0,33.0,103.0,0.32,13.0,51.0,0.255,18.0,19.0,0.947,18.0,26.0,44.0,22.0,13.0,7.0,9.0,24.0,97.0,,0.436,0.383,0.495,0.184,26.5,60.5,39.6,66.7,13.2,15.2,7.5,100.0,98.7,113.0,PHO,97,0,2023,2022-12-13,True
240.0,240.0,33.0,103.0,0.32,13.0,51.0,0.255,18.0,19.0,0.947,18.0,26.0,44.0,22.0,13.0,7.0,9.0,24.0,97.0,,0.436,0.383,0.495,0.184,26.5,60.5,39.6,66.7,13.2,15.2,7.5,100.0,98.7,113.0,PHO,97,0,1,240.0,240.0,34.0,81.0,0.42,12.0,35.0,0.343,31.0,34.0,0.912,17.0,50.0,67.0,16.0,6.0,9.0,22.0,21.0,111.0,,0.578,0.494,0.432,0.42,39.5,73.5,60.4,47.1,6.1,17.3,18.7,100.0,113.0,98.7,HOU,111,1,2023,2022-12-13,False
240.0,240.0,45.0,82.0,0.549,12.0,29.0,0.414,26.0,32.0,0.813,12.0,43.0,55.0,22.0,8.0,5.0,21.0,18.0,128.0,,0.666,0.622,0.354,0.39,32.4,78.2,59.8,48.9,7.6,11.1,17.9,100.0,121.8,105.6,MIL,128,1,0,240.0,240.0,38.0,95.0,0.4,20.0,50.0,0.4,15.0,19.0,0.789,12.0,25.0,37.0,25.0,7.0,2.0,18.0,22.0,111.0,,0.537,0.505,0.526,0.2,21.8,67.6,40.2,65.8,6.7,3.8,14.8,100.0,105.6,121.8,GSW,111,0,2023,2022-12-13,True
240.0,240.0,43.0,84.0,0.512,16.0,35.0,0.457,21.0,27.0,0.778,4.0,38.0,42.0,34.0,10.0,4.0,11.0,21.0,123.0,,0.641,0.607,0.417,0.321,10.3,74.5,46.7,79.1,9.8,8.0,10.3,100.0,120.8,101.2,PHI,123,1,0,240.0,240.0,38.0,92.0,0.413,10.0,42.0,0.238,17.0,20.0,0.85,13.0,35.0,48.0,21.0,5.0,4.0,17.0,22.0,103.0,,0.511,0.467,0.457,0.217,25.5,89.7,53.3,55.3,4.9,8.2,14.4,100.0,101.2,120.8,SAC,103,0,2023,2022-12-13,True
240.0,240.0,44.0,88.0,0.5,12.0,35.0,0.343,24.0,27.0,0.889,11.0,28.0,39.0,30.0,2.0,6.0,13.0,21.0,124.0,,0.621,0.568,0.398,0.307,25.6,66.7,45.9,68.2,2.0,10.5,11.5,100.0,124.4,135.4,ATL,124,0,1,240.0,240.0,47.0,93.0,0.505,16.0,36.0,0.444,25.0,30.0,0.833,14.0,32.0,46.0,28.0,10.0,6.0,11.0,22.0,135.0,,0.636,0.591,0.387,0.323,33.3,74.4,54.1,59.6,10.0,11.3,9.4,100.0,135.4,124.4,ORL,135,1,2023,2022-12-14,False
240.0,240.0,49.0,81.0,0.605,18.0,40.0,0.45,12.0,17.0,0.706,5.0,35.0,40.0,26.0,5.0,3.0,17.0,20.0,128.0,,0.723,0.716,0.494,0.21,16.1,71.4,50.0,53.1,5.0,4.4,16.1,100.0,128.7,112.6,POR,128,0,1,240.0,240.0,45.0,97.0,0.464,11.0,29.0,0.379,11.0,19.0,0.579,14.0,26.0,40.0,23.0,9.0,3.0,11.0,16.0,112.0,,0.532,0.521,0.299,0.196,28.6,83.9,50.0,51.1,9.0,7.3,9.5,100.0,112.6,128.7,SAS,112,1,2023,2022-12-14,True
240.0,240.0,29.0,74.0,0.392,13.0,38.0,0.342,19.0,26.0,0.731,6.0,27.0,33.0,17.0,2.0,3.0,12.0,15.0,90.0,,0.527,0.48,0.514,0.351,13.6,84.4,43.4,58.6,2.3,5.6,12.3,100.0,102.7,119.8,DAL,90,1,0,240.0,240.0,41.0,78.0,0.526,8.0,24.0,0.333,15.0,19.0,0.789,5.0,38.0,43.0,26.0,5.0,2.0,6.0,20.0,105.0,,0.608,0.577,0.308,0.244,15.6,86.4,56.6,63.4,5.7,5.6,6.5,100.0,119.8,102.7,CLE,105,0,2023,2022-12-14,False
240.0,240.0,41.0,78.0,0.526,8.0,24.0,0.333,15.0,19.0,0.789,5.0,38.0,43.0,26.0,5.0,2.0,6.0,20.0,105.0,,0.608,0.577,0.308,0.244,15.6,86.4,56.6,63.4,5.7,5.6,6.5,100.0,119.8,102.7,CLE,105,0,1,240.0,240.0,29.0,74.0,0.392,13.0,38.0,0.342,19.0,26.0,0.731,6.0,27.0,33.0,17.0,2.0,3.0,12.0,15.0,90.0,,0.527,0.48,0.514,0.351,13.6,84.4,43.4,58.6,2.3,5.6,12.3,100.0,102.7,119.8,DAL,90,1,2023,2022-12-14,True
240.0,240.0,34.0,89.0,0.382,14.0,46.0,0.304,17.0,21.0,0.81,14.0,38.0,52.0,21.0,8.0,2.0,14.0,21.0,99.0,,0.504,0.461,0.517,0.236,28.0,84.4,54.7,61.8,8.4,3.8,12.5,100.0,103.8,92.3,LAC,99,1,0,240.0,240.0,31.0,74.0,0.419,4.0,22.0,0.182,22.0,30.0,0.733,7.0,36.0,43.0,15.0,9.0,4.0,17.0,20.0,88.0,,0.505,0.446,0.297,0.405,15.6,72.0,45.3,48.4,9.4,9.3,16.3,100.0,92.3,103.8,MIN,88,0,2023,2022-12-14,True
265.0,265.0,45.0,91.0,0.495,18.0,34.0,0.529,20.0,25.0,0.8,15.0,33.0,48.0,25.0,7.0,5.0,15.0,25.0,128.0,,0.627,0.593,0.374,0.275,34.9,91.7,60.8,55.6,7.0,8.9,12.8,100.0,127.8,119.9,NYK,128,0,1,265.0,265.0,46.0,84.0,0.548,9.0,28.0,0.321,19.0,22.0,0.864,3.0,28.0,31.0,25.0,6.0,7.0,12.0,18.0,120.0,,0.64,0.601,0.333,0.262,8.3,65.1,39.2,54.3,6.0,12.3,11.4,100.0,119.9,127.8,CHI,120,1,2023,2022-12-14,True
240.0,240.0,31.0,74.0,0.419,4.0,22.0,0.182,22.0,30.0,0.733,7.0,36.0,43.0,15.0,9.0,4.0,17.0,20.0,88.0,,0.505,0.446,0.297,0.405,15.6,72.0,45.3,48.4,9.4,9.3,16.3,100.0,92.3,103.8,MIN,88,0,1,240.0,240.0,34.0,89.0,0.382,14.0,46.0,0.304,17.0,21.0,0.81,14.0,38.0,52.0,21.0,8.0,2.0,14.0,21.0,99.0,,0.504,0.461,0.517,0.236,28.0,84.4,54.7,61.8,8.4,3.8,12.5,100.0,103.8,92.3,LAC,99,1,2023,2022-12-14,False
240.0,240.0,47.0,94.0,0.5,6.0,21.0,0.286,23.0,27.0,0.852,11.0,28.0,39.0,25.0,8.0,7.0,7.0,18.0,123.0,,0.581,0.532,0.223,0.287,22.9,68.3,43.8,53.2,8.0,14.9,6.2,100.0,123.0,124.0,TOR,123,1,0,240.0,240.0,45.0,93.0,0.484,17.0,46.0,0.37,17.0,20.0,0.85,13.0,37.0,50.0,29.0,3.0,3.0,15.0,16.0,124.0,,0.609,0.575,0.495,0.215,31.7,77.1,56.2,64.4,3.0,4.1,12.8,100.0,124.0,123.0,SAC,124,0,2023,2022-12-14,False
240.0,240.0,45.0,93.0,0.484,17.0,46.0,0.37,17.0,20.0,0.85,13.0,37.0,50.0,29.0,3.0,3.0,15.0,16.0,124.0,,0.609,0.575,0.495,0.215,31.7,77.1,56.2,64.4,3.0,4.1,12.8,100.0,124.0,123.0,SAC,124,0,1,240.0,240.0,47.0,94.0,0.5,6.0,21.0,0.286,23.0,27.0,0.852,11.0,28.0,39.0,25.0,8.0,7.0,7.0,18.0,123.0,,0.581,0.532,0.223,0.287,22.9,68.3,43.8,53.2,8.0,14.9,6.2,100.0,123.0,124.0,TOR,123,1,2023,2022-12-14,True
240.0,240.0,47.0,93.0,0.505,16.0,36.0,0.444,25.0,30.0,0.833,14.0,32.0,46.0,28.0,10.0,6.0,11.0,22.0,135.0,,0.636,0.591,0.387,0.323,33.3,74.4,54.1,59.6,10.0,11.3,9.4,100.0,135.4,124.4,ORL,135,1,0,240.0,240.0,44.0,88.0,0.5,12.0,35.0,0.343,24.0,27.0,0.889,11.0,28.0,39.0,30.0,2.0,6.0,13.0,21.0,124.0,,0.621,0.568,0.398,0.307,25.6,66.7,45.9,68.2,2.0,10.5,11.5,100.0,124.4,135.4,ATL,124,0,2023,2022-12-14,True
240.0,240.0,54.0,83.0,0.651,4.0,16.0,0.25,29.0,35.0,0.829,7.0,38.0,45.0,31.0,8.0,7.0,18.0,17.0,141.0,,0.716,0.675,0.193,0.422,25.9,90.5,65.2,57.4,7.4,13.5,15.5,100.0,130.7,118.6,DEN,141,1,0,240.0,240.0,48.0,91.0,0.527,19.0,39.0,0.487,13.0,23.0,0.565,4.0,20.0,24.0,40.0,10.0,5.0,13.0,28.0,128.0,,0.633,0.632,0.429,0.253,9.5,74.1,34.8,83.3,9.3,7.5,11.4,100.0,118.6,130.7,WAS,128,0,2023,2022-12-14,True
240.0,240.0,37.0,86.0,0.43,24.0,56.0,0.429,12.0,15.0,0.8,7.0,32.0,39.0,25.0,9.0,1.0,14.0,21.0,110.0,,0.594,0.57,0.651,0.174,15.9,82.1,47.0,67.6,9.2,1.7,13.1,100.0,112.8,110.8,MIA,110,0,1,240.0,240.0,41.0,82.0,0.5,9.0,24.0,0.375,17.0,23.0,0.739,7.0,37.0,44.0,26.0,7.0,4.0,14.0,16.0,108.0,,0.586,0.555,0.293,0.28,17.9,84.1,53.0,63.4,7.2,13.3,13.2,100.0,110.8,112.8,OKC,108,1,2023,2022-12-14,True
240.0,240.0,41.0,82.0,0.5,9.0,24.0,0.375,17.0,23.0,0.739,7.0,37.0,44.0,26.0,7.0,4.0,14.0,16.0,108.0,,0.586,0.555,0.293,0.28,17.9,84.1,53.0,63.4,7.2,13.3,13.2,100.0,110.8,112.8,OKC,108,1,0,240.0,240.0,37.0,86.0,0.43,24.0,56.0,0.429,12.0,15.0,0.8,7.0,32.0,39.0,25.0,9.0,1.0,14.0,21.0,110.0,,0.594,0.57,0.651,0.174,15.9,82.1,47.0,67.6,9.2,1.7,13.1,100.0,112.8,110.8,MIA,110,0,2023,2022-12-14,False
240.0,240.0,48.0,91.0,0.527,19.0,39.0,0.487,13.0,23.0,0.565,4.0,20.0,24.0,40.0,10.0,5.0,13.0,28.0,128.0,,0.633,0.632,0.429,0.253,9.5,74.1,34.8,83.3,9.3,7.5,11.4,100.0,118.6,130.7,WAS,128,0,1,240.0,240.0,54.0,83.0,0.651,4.0,16.0,0.25,29.0,35.0,0.829,7.0,38.0,45.0,31.0,8.0,7.0,18.0,17.0,141.0,,0.716,0.675,0.193,0.422,25.9,90.5,65.2,57.4,7.4,13.5,15.5,100.0,130.7,118.6,DEN,141,1,2023,2022-12-14,False
240.0,240.0,45.0,97.0,0.464,11.0,29.0,0.379,11.0,19.0,0.579,14.0,26.0,40.0,23.0,9.0,3.0,11.0,16.0,112.0,,0.532,0.521,0.299,0.196,28.6,83.9,50.0,51.1,9.0,7.3,9.5,100.0,112.6,128.7,SAS,112,1,0,240.0,240.0,49.0,81.0,0.605,18.0,40.0,0.45,12.0,17.0,0.706,5.0,35.0,40.0,26.0,5.0,3.0,17.0,20.0,128.0,,0.723,0.716,0.494,0.21,16.1,71.4,50.0,53.1,5.0,4.4,16.1,100.0,128.7,112.6,POR,128,0,2023,2022-12-14,False
265.0,265.0,48.0,93.0,0.516,18.0,40.0,0.45,27.0,36.0,0.75,12.0,40.0,52.0,25.0,0.0,8.0,15.0,29.0,141.0,,0.648,0.613,0.43,0.387,25.5,70.2,50.0,52.1,0.0,12.7,12.1,100.0,128.6,122.2,DET,141,0,1,265.0,265.0,47.0,114.0,0.412,17.0,51.0,0.333,23.0,29.0,0.793,17.0,35.0,52.0,21.0,7.0,6.0,5.0,29.0,134.0,,0.529,0.487,0.447,0.254,29.8,74.5,50.0,44.7,6.4,11.3,3.8,100.0,122.2,128.6,CHO,134,1,2023,2022-12-14,True
265.0,265.0,47.0,114.0,0.412,17.0,51.0,0.333,23.0,29.0,0.793,17.0,35.0,52.0,21.0,7.0,6.0,5.0,29.0,134.0,,0.529,0.487,0.447,0.254,29.8,74.5,50.0,44.7,6.4,11.3,3.8,100.0,122.2,128.6,CHO,134,1,0,265.0,265.0,48.0,93.0,0.516,18.0,40.0,0.45,27.0,36.0,0.75,12.0,40.0,52.0,25.0,0.0,8.0,15.0,29.0,141.0,,0.648,0.613,0.43,0.387,25.5,70.2,50.0,52.1,0.0,12.7,12.1,100.0,128.6,122.2,DET,141,0,2023,2022-12-14,False
240.0,240.0,40.0,86.0,0.465,14.0,33.0,0.424,25.0,29.0,0.862,12.0,34.0,46.0,27.0,5.0,4.0,23.0,20.0,119.0,,0.602,0.547,0.384,0.337,29.3,87.2,57.5,67.5,4.7,8.3,18.9,100.0,111.1,116.7,GSW,119,0,1,240.0,240.0,44.0,87.0,0.506,16.0,39.0,0.41,21.0,25.0,0.84,5.0,29.0,34.0,30.0,10.0,8.0,17.0,25.0,125.0,,0.638,0.598,0.448,0.287,12.8,70.7,42.5,68.2,9.3,15.1,14.8,100.0,116.7,111.1,IND,125,1,2023,2022-12-14,False
240.0,240.0,44.0,87.0,0.506,16.0,39.0,0.41,21.0,25.0,0.84,5.0,29.0,34.0,30.0,10.0,8.0,17.0,25.0,125.0,,0.638,0.598,0.448,0.287,12.8,70.7,42.5,68.2,9.3,15.1,14.8,100.0,116.7,111.1,IND,125,1,0,240.0,240.0,40.0,86.0,0.465,14.0,33.0,0.424,25.0,29.0,0.862,12.0,34.0,46.0,27.0,5.0,4.0,23.0,20.0,119.0,,0.602,0.547,0.384,0.337,29.3,87.2,57.5,67.5,4.7,8.3,18.9,100.0,111.1,116.7,GSW,119,0,2023,2022-12-14,True
265.0,265.0,46.0,84.0,0.548,9.0,28.0,0.321,19.0,22.0,0.864,3.0,28.0,31.0,25.0,6.0,7.0,12.0,18.0,120.0,,0.64,0.601,0.333,0.262,8.3,65.1,39.2,54.3,6.0,12.3,11.4,100.0,119.9,127.8,CHI,120,1,0,265.0,265.0,45.0,91.0,0.495,18.0,34.0,0.529,20.0,25.0,0.8,15.0,33.0,48.0,25.0,7.0,5.0,15.0,25.0,128.0,,0.627,0.593,0.374,0.275,34.9,91.7,60.8,55.6,7.0,8.9,12.8,100.0,127.8,119.9,NYK,128,0,2023,2022-12-14,False
265.0,265.0,47.0,99.0,0.475,12.0,30.0,0.4,23.0,28.0,0.821,19.0,30.0,49.0,24.0,8.0,6.0,16.0,30.0,129.0,,0.579,0.535,0.303,0.283,36.5,73.2,52.7,51.1,7.5,13.3,12.6,100.0,120.4,123.2,NOP,129,0,1,265.0,265.0,42.0,92.0,0.457,18.0,47.0,0.383,30.0,37.0,0.811,11.0,33.0,44.0,24.0,8.0,6.0,16.0,25.0,132.0,,0.61,0.554,0.511,0.402,26.8,63.5,47.3,57.1,7.5,8.7,12.9,100.0,123.2,120.4,UTA,132,1,2023,2022-12-15,False
240.0,240.0,34.0,90.0,0.378,12.0,33.0,0.364,15.0,21.0,0.714,21.0,31.0,52.0,21.0,4.0,3.0,16.0,18.0,95.0,,0.479,0.444,0.367,0.233,35.6,67.4,49.5,61.8,4.3,4.8,13.9,100.0,102.4,119.7,LAC,95,1,0,240.0,240.0,44.0,95.0,0.463,9.0,32.0,0.281,14.0,18.0,0.778,15.0,38.0,53.0,27.0,8.0,8.0,8.0,18.0,111.0,,0.539,0.511,0.337,0.189,32.6,64.4,50.5,61.4,8.6,14.0,7.2,100.0,119.7,102.4,PHO,111,0,2023,2022-12-15,False
265.0,265.0,42.0,92.0,0.457,18.0,47.0,0.383,30.0,37.0,0.811,11.0,33.0,44.0,24.0,8.0,6.0,16.0,25.0,132.0,,0.61,0.554,0.511,0.402,26.8,63.5,47.3,57.1,7.5,8.7,12.9,100.0,123.2,120.4,UTA,132,1,0,265.0,265.0,47.0,99.0,0.475,12.0,30.0,0.4,23.0,28.0,0.821,19.0,30.0,49.0,24.0,8.0,6.0,16.0,30.0,129.0,,0.579,0.535,0.303,0.283,36.5,73.2,52.7,51.1,7.5,13.3,12.6,100.0,120.4,123.2,NOP,129,0,2023,2022-12-15,True
240.0,240.0,44.0,95.0,0.463,9.0,32.0,0.281,14.0,18.0,0.778,15.0,38.0,53.0,27.0,8.0,8.0,8.0,18.0,111.0,,0.539,0.511,0.337,0.189,32.6,64.4,50.5,61.4,8.6,14.0,7.2,100.0,119.7,102.4,PHO,111,0,1,240.0,240.0,34.0,90.0,0.378,12.0,33.0,0.364,15.0,21.0,0.714,21.0,31.0,52.0,21.0,4.0,3.0,16.0,18.0,95.0,,0.479,0.444,0.367,0.233,35.6,67.4,49.5,61.8,4.3,4.8,13.9,100.0,102.4,119.7,LAC,95,1,2023,2022-12-15,True
240.0,240.0,39.0,88.0,0.443,16.0,47.0,0.34,17.0,23.0,0.739,14.0,26.0,40.0,21.0,10.0,6.0,14.0,19.0,111.0,,0.566,0.534,0.534,0.261,29.8,59.1,44.0,53.8,10.6,9.8,12.5,100.0,117.8,114.6,MIA,111,0,1,240.0,240.0,44.0,94.0,0.468,9.0,33.0,0.273,11.0,17.0,0.647,18.0,33.0,51.0,22.0,10.0,4.0,14.0,19.0,108.0,,0.532,0.516,0.351,0.181,40.9,70.2,56.0,50.0,10.6,9.8,12.1,100.0,114.6,117.8,HOU,108,1,2023,2022-12-15,True
240.0,240.0,56.0,102.0,0.549,12.0,32.0,0.375,18.0,23.0,0.783,14.0,42.0,56.0,30.0,5.0,7.0,7.0,19.0,142.0,,0.633,0.608,0.314,0.225,33.3,79.2,58.9,53.6,4.9,15.9,5.9,100.0,140.3,99.8,MEM,142,1,0,240.0,240.0,35.0,94.0,0.372,13.0,50.0,0.26,18.0,27.0,0.667,11.0,28.0,39.0,22.0,5.0,1.0,9.0,18.0,101.0,,0.477,0.441,0.532,0.287,20.8,66.7,41.1,62.9,4.9,1.4,7.8,100.0,99.8,140.3,MIL,101,0,2023,2022-12-15,True
240.0,240.0,35.0,94.0,0.372,13.0,50.0,0.26,18.0,27.0,0.667,11.0,28.0,39.0,22.0,5.0,1.0,9.0,18.0,101.0,,0.477,0.441,0.532,0.287,20.8,66.7,41.1,62.9,4.9,1.4,7.8,100.0,99.8,140.3,MIL,101,0,1,240.0,240.0,56.0,102.0,0.549,12.0,32.0,0.375,18.0,23.0,0.783,14.0,42.0,56.0,30.0,5.0,7.0,7.0,19.0,142.0,,0.633,0.608,0.314,0.225,33.3,79.2,58.9,53.6,4.9,15.9,5.9,100.0,140.3,99.8,MEM,142,1,2023,2022-12-15,False
240.0,240.0,44.0,94.0,0.468,9.0,33.0,0.273,11.0,17.0,0.647,18.0,33.0,51.0,22.0,10.0,4.0,14.0,19.0,108.0,,0.532,0.516,0.351,0.181,40.9,70.2,56.0,50.0,10.6,9.8,12.1,100.0,114.6,117.8,HOU,108,1,0,240.0,240.0,39.0,88.0,0.443,16.0,47.0,0.34,17.0,23.0,0.739,14.0,26.0,40.0,21.0,10.0,6.0,14.0,19.0,111.0,,0.566,0.534,0.534,0.261,29.8,59.1,44.0,53.8,10.6,9.8,12.5,100.0,117.8,114.6,MIA,111,0,2023,2022-12-15,False
240.0,240.0,41.0,75.0,0.547,15.0,29.0,0.517,28.0,34.0,0.824,4.0,37.0,41.0,25.0,3.0,5.0,12.0,22.0,125.0,,0.695,0.647,0.387,0.453,12.5,71.2,48.8,61.0,3.1,9.1,11.8,100.0,127.9,108.5,ATL,125,0,1,240.0,240.0,39.0,98.0,0.398,15.0,43.0,0.349,13.0,19.0,0.684,15.0,28.0,43.0,26.0,8.0,5.0,12.0,25.0,106.0,,0.498,0.474,0.439,0.194,28.8,87.5,51.2,66.7,8.2,10.9,10.1,100.0,108.5,127.9,CHO,106,1,2023,2022-12-16,True
240.0,240.0,39.0,85.0,0.459,15.0,38.0,0.395,25.0,31.0,0.806,11.0,38.0,49.0,23.0,11.0,5.0,15.0,13.0,118.0,,0.598,0.547,0.447,0.365,23.9,74.5,50.5,59.0,10.9,9.8,13.2,100.0,116.9,105.0,PHI,118,1,0,240.0,240.0,39.0,94.0,0.415,17.0,43.0,0.395,11.0,13.0,0.846,13.0,35.0,48.0,31.0,8.0,6.0,17.0,21.0,106.0,,0.531,0.505,0.457,0.138,25.5,76.1,49.5,79.5,7.9,12.8,14.6,100.0,105.0,116.9,GSW,106,0,2023,2022-12-16,True
240.0,240.0,43.0,82.0,0.524,12.0,31.0,0.387,24.0,29.0,0.828,4.0,29.0,33.0,30.0,8.0,1.0,13.0,25.0,122.0,,0.644,0.598,0.378,0.354,11.1,67.4,41.8,69.8,8.0,1.8,12.1,100.0,122.4,113.4,SAC,122,0,1,240.0,240.0,39.0,85.0,0.459,10.0,29.0,0.345,25.0,31.0,0.806,14.0,32.0,46.0,22.0,7.0,1.0,16.0,26.0,113.0,,0.573,0.518,0.341,0.365,32.6,88.9,58.2,56.4,7.0,2.0,14.0,100.0,113.4,122.4,DET,113,1,2023,2022-12-16,True
240.0,240.0,39.0,85.0,0.459,10.0,29.0,0.345,25.0,31.0,0.806,14.0,32.0,46.0,22.0,7.0,1.0,16.0,26.0,113.0,,0.573,0.518,0.341,0.365,32.6,88.9,58.2,56.4,7.0,2.0,14.0,100.0,113.4,122.4,DET,113,1,0,240.0,240.0,43.0,82.0,0.524,12.0,31.0,0.387,24.0,29.0,0.828,4.0,29.0,33.0,30.0,8.0,1.0,13.0,25.0,122.0,,0.644,0.598,0.378,0.354,11.1,67.4,41.8,69.8,8.0,1.8,12.1,100.0,122.4,113.4,SAC,122,0,2023,2022-12-16,False
