mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,40.0,87.0,0.46,16.0,44.0,0.364,24.0,28.0,0.857,12.0,29.0,41.0,21.0,7.0,7.0,20.0,27.0,120.0,,0.604,0.552,0.506,0.322,29.3,69.0,49.4,52.5,6.8,11.3,16.8,100.0,116.8,123.6,MIN,120,1,0,240.0,240.0,45.0,85.0,0.529,12.0,23.0,0.522,25.0,38.0,0.658,13.0,29.0,42.0,23.0,11.0,3.0,15.0,24.0,127.0,,0.624,0.6,0.271,0.447,31.0,70.7,50.6,51.1,10.7,7.0,12.9,100.0,123.6,116.8,ORL,127,0,2023,2023-02-03,False
240.0,240.0,45.0,85.0,0.529,12.0,23.0,0.522,25.0,38.0,0.658,13.0,29.0,42.0,23.0,11.0,3.0,15.0,24.0,127.0,,0.624,0.6,0.271,0.447,31.0,70.7,50.6,51.1,10.7,7.0,12.9,100.0,123.6,116.8,ORL,127,0,1,240.0,240.0,40.0,87.0,0.46,16.0,44.0,0.364,24.0,28.0,0.857,12.0,29.0,41.0,21.0,7.0,7.0,20.0,27.0,120.0,,0.604,0.552,0.506,0.322,29.3,69.0,49.4,52.5,6.8,11.3,16.8,100.0,116.8,123.6,MIN,120,1,2023,2023-02-03,True
240.0,240.0,40.0,80.0,0.5,7.0,21.0,0.333,24.0,33.0,0.727,6.0,34.0,40.0,22.0,5.0,4.0,13.0,26.0,111.0,,0.587,0.544,0.263,0.413,16.7,72.3,48.2,55.0,5.1,7.8,12.1,100.0,114.2,120.4,HOU,111,1,0,240.0,240.0,41.0,90.0,0.456,15.0,39.0,0.385,20.0,27.0,0.741,13.0,30.0,43.0,21.0,9.0,7.0,9.0,25.0,117.0,,0.574,0.539,0.433,0.3,27.7,83.3,51.8,51.2,9.3,11.9,8.1,100.0,120.4,114.2,TOR,117,0,2023,2023-02-03,False
240.0,240.0,41.0,95.0,0.432,12.0,32.0,0.375,12.0,14.0,0.857,10.0,43.0,53.0,28.0,6.0,6.0,8.0,22.0,106.0,,0.524,0.495,0.337,0.147,20.0,93.5,55.2,68.3,6.1,16.2,7.3,100.0,108.6,96.3,PHO,106,0,1,240.0,240.0,29.0,75.0,0.387,10.0,38.0,0.263,26.0,31.0,0.839,3.0,40.0,43.0,18.0,5.0,3.0,14.0,21.0,94.0,,0.53,0.453,0.507,0.413,6.5,80.0,44.8,62.1,5.1,4.8,13.6,100.0,96.3,108.6,BOS,94,1,2023,2023-02-03,True
240.0,240.0,41.0,90.0,0.456,15.0,39.0,0.385,20.0,27.0,0.741,13.0,30.0,43.0,21.0,9.0,7.0,9.0,25.0,117.0,,0.574,0.539,0.433,0.3,27.7,83.3,51.8,51.2,9.3,11.9,8.1,100.0,120.4,114.2,TOR,117,0,1,240.0,240.0,40.0,80.0,0.5,7.0,21.0,0.333,24.0,33.0,0.727,6.0,34.0,40.0,22.0,5.0,4.0,13.0,26.0,111.0,,0.587,0.544,0.263,0.413,16.7,72.3,48.2,55.0,5.1,7.8,12.1,100.0,114.2,120.4,HOU,111,1,2023,2023-02-03,True
240.0,240.0,43.0,88.0,0.489,17.0,41.0,0.415,21.0,23.0,0.913,11.0,27.0,38.0,25.0,5.0,2.0,7.0,17.0,124.0,,0.632,0.585,0.466,0.261,25.6,75.0,48.1,58.1,5.5,3.9,6.7,100.0,135.2,126.5,POR,124,0,1,240.0,240.0,42.0,84.0,0.5,12.0,33.0,0.364,20.0,22.0,0.909,9.0,32.0,41.0,27.0,4.0,3.0,10.0,19.0,116.0,,0.619,0.571,0.393,0.262,25.0,74.4,51.9,64.3,4.4,6.4,9.6,100.0,126.5,135.2,WAS,116,1,2023,2023-02-03,True
240.0,240.0,29.0,75.0,0.387,10.0,38.0,0.263,26.0,31.0,0.839,3.0,40.0,43.0,18.0,5.0,3.0,14.0,21.0,94.0,,0.53,0.453,0.507,0.413,6.5,80.0,44.8,62.1,5.1,4.8,13.6,100.0,96.3,108.6,BOS,94,1,0,240.0,240.0,41.0,95.0,0.432,12.0,32.0,0.375,12.0,14.0,0.857,10.0,43.0,53.0,28.0,6.0,6.0,8.0,22.0,106.0,,0.524,0.495,0.337,0.147,20.0,93.5,55.2,68.3,6.1,16.2,7.3,100.0,108.6,96.3,PHO,106,0,2023,2023-02-03,False
240.0,240.0,37.0,86.0,0.43,13.0,38.0,0.342,17.0,20.0,0.85,11.0,38.0,49.0,24.0,6.0,5.0,19.0,15.0,104.0,,0.549,0.506,0.442,0.233,22.4,80.9,51.0,64.9,5.9,10.4,16.7,100.0,103.1,106.1,SAC,104,0,1,240.0,240.0,40.0,89.0,0.449,17.0,41.0,0.415,10.0,14.0,0.714,9.0,38.0,47.0,28.0,13.0,5.0,16.0,18.0,107.0,,0.562,0.545,0.461,0.157,19.1,77.6,49.0,70.0,12.9,10.4,14.4,100.0,106.1,103.1,IND,107,1,2023,2023-02-03,False
240.0,240.0,41.0,91.0,0.451,13.0,44.0,0.295,13.0,18.0,0.722,13.0,37.0,50.0,20.0,4.0,2.0,15.0,22.0,108.0,,0.546,0.522,0.484,0.198,25.5,72.5,49.0,48.8,4.0,3.4,13.2,100.0,109.2,116.3,UTA,108,1,0,240.0,240.0,44.0,95.0,0.463,10.0,37.0,0.27,17.0,23.0,0.739,14.0,38.0,52.0,28.0,8.0,5.0,9.0,18.0,115.0,,0.547,0.516,0.389,0.242,27.5,74.5,51.0,63.6,8.1,10.6,7.9,100.0,116.3,109.2,ATL,115,0,2023,2023-02-03,False
240.0,240.0,40.0,90.0,0.444,9.0,34.0,0.265,23.0,30.0,0.767,8.0,29.0,37.0,22.0,16.0,2.0,13.0,20.0,112.0,,0.543,0.494,0.378,0.333,17.0,70.7,42.0,55.0,15.2,3.7,11.2,100.0,106.7,112.4,CHO,112,0,1,240.0,240.0,44.0,86.0,0.512,14.0,32.0,0.438,16.0,23.0,0.696,12.0,39.0,51.0,27.0,7.0,3.0,22.0,22.0,118.0,,0.614,0.593,0.372,0.267,29.3,83.0,58.0,61.4,6.7,5.4,18.6,100.0,112.4,106.7,DET,118,1,2023,2023-02-03,False
240.0,240.0,46.0,87.0,0.529,13.0,27.0,0.481,32.0,41.0,0.78,14.0,25.0,39.0,28.0,11.0,3.0,10.0,13.0,137.0,,0.652,0.603,0.31,0.471,35.0,73.5,52.7,60.9,11.0,4.4,8.7,100.0,136.6,124.6,PHI,137,0,1,240.0,240.0,52.0,89.0,0.584,7.0,21.0,0.333,14.0,15.0,0.933,9.0,26.0,35.0,32.0,8.0,0.0,18.0,25.0,125.0,,0.654,0.624,0.236,0.169,26.5,65.0,47.3,61.5,8.0,0.0,15.8,100.0,124.6,136.6,SAS,125,1,2023,2023-02-03,True
240.0,240.0,44.0,95.0,0.463,10.0,37.0,0.27,17.0,23.0,0.739,14.0,38.0,52.0,28.0,8.0,5.0,9.0,18.0,115.0,,0.547,0.516,0.389,0.242,27.5,74.5,51.0,63.6,8.1,10.6,7.9,100.0,116.3,109.2,ATL,115,0,1,240.0,240.0,41.0,91.0,0.451,13.0,44.0,0.295,13.0,18.0,0.722,13.0,37.0,50.0,20.0,4.0,2.0,15.0,22.0,108.0,,0.546,0.522,0.484,0.198,25.5,72.5,49.0,48.8,4.0,3.4,13.2,100.0,109.2,116.3,UTA,108,1,2023,2023-02-03,True
240.0,240.0,42.0,84.0,0.5,12.0,33.0,0.364,20.0,22.0,0.909,9.0,32.0,41.0,27.0,4.0,3.0,10.0,19.0,116.0,,0.619,0.571,0.393,0.262,25.0,74.4,51.9,64.3,4.4,6.4,9.6,100.0,126.5,135.2,WAS,116,1,0,240.0,240.0,43.0,88.0,0.489,17.0,41.0,0.415,21.0,23.0,0.913,11.0,27.0,38.0,25.0,5.0,2.0,7.0,17.0,124.0,,0.632,0.585,0.466,0.261,25.6,75.0,48.1,58.1,5.5,3.9,6.7,100.0,135.2,126.5,POR,124,0,2023,2023-02-03,False
240.0,240.0,40.0,89.0,0.449,17.0,41.0,0.415,10.0,14.0,0.714,9.0,38.0,47.0,28.0,13.0,5.0,16.0,18.0,107.0,,0.562,0.545,0.461,0.157,19.1,77.6,49.0,70.0,12.9,10.4,14.4,100.0,106.1,103.1,IND,107,1,0,240.0,240.0,37.0,86.0,0.43,13.0,38.0,0.342,17.0,20.0,0.85,11.0,38.0,49.0,24.0,6.0,5.0,19.0,15.0,104.0,,0.549,0.506,0.442,0.233,22.4,80.9,51.0,64.9,5.9,10.4,16.7,100.0,103.1,106.1,SAC,104,0,2023,2023-02-03,True
240.0,240.0,52.0,89.0,0.584,7.0,21.0,0.333,14.0,15.0,0.933,9.0,26.0,35.0,32.0,8.0,0.0,18.0,25.0,125.0,,0.654,0.624,0.236,0.169,26.5,65.0,47.3,61.5,8.0,0.0,15.8,100.0,124.6,136.6,SAS,125,1,0,240.0,240.0,46.0,87.0,0.529,13.0,27.0,0.481,32.0,41.0,0.78,14.0,25.0,39.0,28.0,11.0,3.0,10.0,13.0,137.0,,0.652,0.603,0.31,0.471,35.0,73.5,52.7,60.9,11.0,4.4,8.7,100.0,136.6,124.6,PHI,137,0,2023,2023-02-03,False
240.0,240.0,44.0,86.0,0.512,14.0,32.0,0.438,16.0,23.0,0.696,12.0,39.0,51.0,27.0,7.0,3.0,22.0,22.0,118.0,,0.614,0.593,0.372,0.267,29.3,83.0,58.0,61.4,6.7,5.4,18.6,100.0,112.4,106.7,DET,118,1,0,240.0,240.0,40.0,90.0,0.444,9.0,34.0,0.265,23.0,30.0,0.767,8.0,29.0,37.0,22.0,16.0,2.0,13.0,20.0,112.0,,0.543,0.494,0.378,0.333,17.0,70.7,42.0,55.0,15.2,3.7,11.2,100.0,106.7,112.4,CHO,112,0,2023,2023-02-03,True
240.0,240.0,45.0,89.0,0.506,10.0,30.0,0.333,21.0,27.0,0.778,9.0,25.0,34.0,29.0,4.0,8.0,15.0,18.0,121.0,,0.6,0.562,0.337,0.303,21.4,73.5,44.7,64.4,3.9,15.7,12.9,100.0,116.7,147.6,HOU,121,0,1,240.0,240.0,56.0,97.0,0.577,21.0,46.0,0.457,20.0,23.0,0.87,9.0,33.0,42.0,39.0,11.0,6.0,8.0,19.0,153.0,,0.714,0.686,0.474,0.237,26.5,78.6,55.3,69.6,10.6,10.2,6.9,100.0,147.6,116.7,OKC,153,1,2023,2023-02-04,False
240.0,240.0,52.0,100.0,0.52,9.0,30.0,0.3,18.0,20.0,0.9,14.0,34.0,48.0,28.0,6.0,0.0,10.0,22.0,131.0,,0.602,0.565,0.3,0.2,31.1,72.3,52.2,53.8,5.9,0.0,8.4,100.0,128.6,123.7,NOP,131,1,0,240.0,240.0,45.0,94.0,0.479,11.0,32.0,0.344,25.0,33.0,0.758,13.0,31.0,44.0,30.0,4.0,3.0,9.0,20.0,126.0,,0.581,0.537,0.34,0.351,27.7,68.9,47.8,66.7,3.9,4.3,7.7,100.0,123.7,128.6,LAL,126,0,2023,2023-02-04,True
265.0,265.0,45.0,94.0,0.479,18.0,40.0,0.45,20.0,26.0,0.769,10.0,36.0,46.0,30.0,6.0,3.0,10.0,30.0,128.0,,0.607,0.574,0.426,0.277,21.3,80.0,50.0,66.7,5.7,5.5,8.7,100.0,120.8,126.4,NYK,128,1,0,265.0,265.0,44.0,92.0,0.478,16.0,37.0,0.432,30.0,35.0,0.857,9.0,37.0,46.0,24.0,8.0,4.0,13.0,20.0,134.0,,0.624,0.565,0.402,0.38,20.0,78.7,50.0,54.5,7.5,7.4,10.8,100.0,126.4,120.8,LAC,134,0,2023,2023-02-04,False
265.0,265.0,44.0,92.0,0.478,16.0,37.0,0.432,30.0,35.0,0.857,9.0,37.0,46.0,24.0,8.0,4.0,13.0,20.0,134.0,,0.624,0.565,0.402,0.38,20.0,78.7,50.0,54.5,7.5,7.4,10.8,100.0,126.4,120.8,LAC,134,0,1,265.0,265.0,45.0,94.0,0.479,18.0,40.0,0.45,20.0,26.0,0.769,10.0,36.0,46.0,30.0,6.0,3.0,10.0,30.0,128.0,,0.607,0.574,0.426,0.277,21.3,80.0,50.0,66.7,5.7,5.5,8.7,100.0,120.8,126.4,NYK,128,1,2023,2023-02-04,True
240.0,240.0,45.0,82.0,0.549,14.0,35.0,0.4,15.0,19.0,0.789,5.0,33.0,38.0,33.0,6.0,5.0,14.0,24.0,119.0,,0.658,0.634,0.427,0.232,14.7,76.7,49.4,73.3,6.1,11.1,13.4,100.0,121.3,115.2,GSW,119,1,0,240.0,240.0,39.0,85.0,0.459,14.0,40.0,0.35,21.0,27.0,0.778,10.0,29.0,39.0,22.0,9.0,1.0,14.0,18.0,113.0,,0.583,0.541,0.471,0.318,23.3,85.3,50.6,56.4,9.2,2.1,12.6,100.0,115.2,121.3,DAL,113,0,2023,2023-02-04,True
240.0,240.0,39.0,81.0,0.481,13.0,28.0,0.464,32.0,41.0,0.78,6.0,33.0,39.0,22.0,10.0,3.0,15.0,21.0,123.0,,0.621,0.562,0.346,0.506,17.1,76.7,50.0,56.4,9.7,5.7,13.2,100.0,119.3,121.2,WAS,123,0,1,240.0,240.0,43.0,86.0,0.5,14.0,33.0,0.424,25.0,28.0,0.893,10.0,29.0,39.0,21.0,4.0,10.0,15.0,28.0,125.0,,0.636,0.581,0.384,0.326,23.3,82.9,50.0,48.8,3.9,18.9,13.2,100.0,121.2,119.3,BRK,125,1,2023,2023-02-04,False
240.0,240.0,43.0,86.0,0.5,14.0,33.0,0.424,25.0,28.0,0.893,10.0,29.0,39.0,21.0,4.0,10.0,15.0,28.0,125.0,,0.636,0.581,0.384,0.326,23.3,82.9,50.0,48.8,3.9,18.9,13.2,100.0,121.2,119.3,BRK,125,1,0,240.0,240.0,39.0,81.0,0.481,13.0,28.0,0.464,32.0,41.0,0.78,6.0,33.0,39.0,22.0,10.0,3.0,15.0,21.0,123.0,,0.621,0.562,0.346,0.506,17.1,76.7,50.0,56.4,9.7,5.7,13.2,100.0,119.3,121.2,WAS,123,0,2023,2023-02-04,True
240.0,240.0,45.0,94.0,0.479,11.0,32.0,0.344,25.0,33.0,0.758,13.0,31.0,44.0,30.0,4.0,3.0,9.0,20.0,126.0,,0.581,0.537,0.34,0.351,27.7,68.9,47.8,66.7,3.9,4.3,7.7,100.0,123.7,128.6,LAL,126,0,1,240.0,240.0,52.0,100.0,0.52,9.0,30.0,0.3,18.0,20.0,0.9,14.0,34.0,48.0,28.0,6.0,0.0,10.0,22.0,131.0,,0.602,0.565,0.3,0.2,31.1,72.3,52.2,53.8,5.9,0.0,8.4,100.0,128.6,123.7,NOP,131,1,2023,2023-02-04,False
240.0,240.0,39.0,85.0,0.459,14.0,40.0,0.35,21.0,27.0,0.778,10.0,29.0,39.0,22.0,9.0,1.0,14.0,18.0,113.0,,0.583,0.541,0.471,0.318,23.3,85.3,50.6,56.4,9.2,2.1,12.6,100.0,115.2,121.3,DAL,113,0,1,240.0,240.0,45.0,82.0,0.549,14.0,35.0,0.4,15.0,19.0,0.789,5.0,33.0,38.0,33.0,6.0,5.0,14.0,24.0,119.0,,0.658,0.634,0.427,0.232,14.7,76.7,49.4,73.3,6.1,11.1,13.4,100.0,121.3,115.2,GSW,119,1,2023,2023-02-04,False
240.0,240.0,44.0,87.0,0.506,14.0,43.0,0.326,19.0,21.0,0.905,7.0,26.0,33.0,22.0,3.0,3.0,9.0,19.0,121.0,,0.629,0.586,0.494,0.241,16.7,81.3,44.6,50.0,3.1,5.6,8.6,100.0,125.8,134.2,POR,121,0,1,240.0,240.0,48.0,80.0,0.6,12.0,26.0,0.462,21.0,25.0,0.84,6.0,35.0,41.0,32.0,6.0,3.0,12.0,19.0,129.0,,0.709,0.675,0.325,0.313,18.8,83.3,55.4,66.7,6.2,6.8,11.7,100.0,134.2,125.8,CHI,129,1,2023,2023-02-04,False
240.0,240.0,56.0,97.0,0.577,21.0,46.0,0.457,20.0,23.0,0.87,9.0,33.0,42.0,39.0,11.0,6.0,8.0,19.0,153.0,,0.714,0.686,0.474,0.237,26.5,78.6,55.3,69.6,10.6,10.2,6.9,100.0,147.6,116.7,OKC,153,1,0,240.0,240.0,45.0,89.0,0.506,10.0,30.0,0.333,21.0,27.0,0.778,9.0,25.0,34.0,29.0,4.0,8.0,15.0,18.0,121.0,,0.6,0.562,0.337,0.303,21.4,73.5,44.7,64.4,3.9,15.7,12.9,100.0,116.7,147.6,HOU,121,0,2023,2023-02-04,True
240.0,240.0,44.0,91.0,0.484,6.0,20.0,0.3,14.0,17.0,0.824,10.0,33.0,43.0,26.0,7.0,7.0,15.0,18.0,108.0,,0.548,0.516,0.22,0.187,21.7,73.3,47.3,59.1,6.9,12.3,13.2,100.0,106.2,125.8,ATL,108,0,1,240.0,240.0,48.0,95.0,0.505,15.0,38.0,0.395,17.0,20.0,0.85,12.0,36.0,48.0,32.0,14.0,6.0,12.0,15.0,128.0,,0.617,0.584,0.4,0.211,26.7,78.3,52.7,66.7,13.8,8.5,10.4,100.0,125.8,106.2,DEN,128,1,2023,2023-02-04,False
240.0,240.0,48.0,80.0,0.6,12.0,26.0,0.462,21.0,25.0,0.84,6.0,35.0,41.0,32.0,6.0,3.0,12.0,19.0,129.0,,0.709,0.675,0.325,0.313,18.8,83.3,55.4,66.7,6.2,6.8,11.7,100.0,134.2,125.8,CHI,129,1,0,240.0,240.0,44.0,87.0,0.506,14.0,43.0,0.326,19.0,21.0,0.905,7.0,26.0,33.0,22.0,3.0,3.0,9.0,19.0,121.0,,0.629,0.586,0.494,0.241,16.7,81.3,44.6,50.0,3.1,5.6,8.6,100.0,125.8,134.2,POR,121,0,2023,2023-02-04,True
240.0,240.0,35.0,81.0,0.432,16.0,42.0,0.381,14.0,22.0,0.636,9.0,21.0,30.0,23.0,8.0,2.0,16.0,27.0,100.0,,0.551,0.531,0.519,0.272,20.0,67.7,39.5,65.7,8.5,3.8,15.0,100.0,106.4,123.4,DET,100,1,0,240.0,240.0,42.0,75.0,0.56,11.0,23.0,0.478,21.0,31.0,0.677,10.0,36.0,46.0,34.0,10.0,2.0,16.0,23.0,116.0,,0.654,0.633,0.307,0.413,32.3,80.0,60.5,81.0,10.6,5.1,15.3,100.0,123.4,106.4,PHO,116,0,2023,2023-02-04,False
240.0,240.0,42.0,75.0,0.56,11.0,23.0,0.478,21.0,31.0,0.677,10.0,36.0,46.0,34.0,10.0,2.0,16.0,23.0,116.0,,0.654,0.633,0.307,0.413,32.3,80.0,60.5,81.0,10.6,5.1,15.3,100.0,123.4,106.4,PHO,116,0,1,240.0,240.0,35.0,81.0,0.432,16.0,42.0,0.381,14.0,22.0,0.636,9.0,21.0,30.0,23.0,8.0,2.0,16.0,27.0,100.0,,0.551,0.531,0.519,0.272,20.0,67.7,39.5,65.7,8.5,3.8,15.0,100.0,106.4,123.4,DET,100,1,2023,2023-02-04,True
240.0,240.0,46.0,88.0,0.523,14.0,40.0,0.35,17.0,28.0,0.607,10.0,41.0,51.0,23.0,6.0,4.0,12.0,14.0,123.0,,0.613,0.602,0.455,0.318,24.4,75.9,53.7,50.0,5.9,5.7,10.7,100.0,121.7,113.7,MIL,123,1,0,240.0,240.0,45.0,101.0,0.446,8.0,31.0,0.258,17.0,21.0,0.81,13.0,31.0,44.0,23.0,9.0,2.0,7.0,23.0,115.0,,0.522,0.485,0.307,0.208,24.1,75.6,46.3,51.1,8.9,4.2,6.0,100.0,113.7,121.7,MIA,115,0,2023,2023-02-04,True
240.0,240.0,48.0,95.0,0.505,15.0,38.0,0.395,17.0,20.0,0.85,12.0,36.0,48.0,32.0,14.0,6.0,12.0,15.0,128.0,,0.617,0.584,0.4,0.211,26.7,78.3,52.7,66.7,13.8,8.5,10.4,100.0,125.8,106.2,DEN,128,1,0,240.0,240.0,44.0,91.0,0.484,6.0,20.0,0.3,14.0,17.0,0.824,10.0,33.0,43.0,26.0,7.0,7.0,15.0,18.0,108.0,,0.548,0.516,0.22,0.187,21.7,73.3,47.3,59.1,6.9,12.3,13.2,100.0,106.2,125.8,ATL,108,0,2023,2023-02-04,True
240.0,240.0,45.0,101.0,0.446,8.0,31.0,0.258,17.0,21.0,0.81,13.0,31.0,44.0,23.0,9.0,2.0,7.0,23.0,115.0,,0.522,0.485,0.307,0.208,24.1,75.6,46.3,51.1,8.9,4.2,6.0,100.0,113.7,121.7,MIA,115,0,1,240.0,240.0,46.0,88.0,0.523,14.0,40.0,0.35,17.0,28.0,0.607,10.0,41.0,51.0,23.0,6.0,4.0,12.0,14.0,123.0,,0.613,0.602,0.455,0.318,24.4,75.9,53.7,50.0,5.9,5.7,10.7,100.0,121.7,113.7,MIL,123,1,2023,2023-02-04,False
240.0,240.0,44.0,101.0,0.436,11.0,36.0,0.306,7.0,12.0,0.583,11.0,31.0,42.0,24.0,11.0,3.0,11.0,16.0,106.0,,0.499,0.49,0.356,0.119,23.4,79.5,48.8,54.5,10.9,5.9,9.4,100.0,105.5,102.5,TOR,106,0,1,240.0,240.0,38.0,78.0,0.487,10.0,27.0,0.37,17.0,23.0,0.739,8.0,36.0,44.0,25.0,10.0,9.0,20.0,16.0,103.0,,0.584,0.551,0.346,0.295,20.5,76.6,51.2,65.8,10.0,13.8,18.5,100.0,102.5,105.5,MEM,103,1,2023,2023-02-05,True
240.0,240.0,34.0,79.0,0.43,12.0,36.0,0.333,28.0,39.0,0.718,14.0,35.0,49.0,21.0,5.0,1.0,9.0,28.0,108.0,,0.562,0.506,0.456,0.494,28.0,81.4,52.7,61.8,5.5,2.0,8.6,100.0,119.5,107.3,NYK,108,1,0,240.0,240.0,30.0,74.0,0.405,7.0,25.0,0.28,30.0,36.0,0.833,8.0,36.0,44.0,23.0,4.0,4.0,11.0,23.0,97.0,,0.54,0.453,0.338,0.486,18.6,72.0,47.3,76.7,4.4,9.3,10.9,100.0,107.3,119.5,PHI,97,0,2023,2023-02-05,True
240.0,240.0,38.0,78.0,0.487,10.0,27.0,0.37,17.0,23.0,0.739,8.0,36.0,44.0,25.0,10.0,9.0,20.0,16.0,103.0,,0.584,0.551,0.346,0.295,20.5,76.6,51.2,65.8,10.0,13.8,18.5,100.0,102.5,105.5,MEM,103,1,0,240.0,240.0,44.0,101.0,0.436,11.0,36.0,0.306,7.0,12.0,0.583,11.0,31.0,42.0,24.0,11.0,3.0,11.0,16.0,106.0,,0.499,0.49,0.356,0.119,23.4,79.5,48.8,54.5,10.9,5.9,9.4,100.0,105.5,102.5,TOR,106,0,2023,2023-02-05,False
240.0,240.0,30.0,74.0,0.405,7.0,25.0,0.28,30.0,36.0,0.833,8.0,36.0,44.0,23.0,4.0,4.0,11.0,23.0,97.0,,0.54,0.453,0.338,0.486,18.6,72.0,47.3,76.7,4.4,9.3,10.9,100.0,107.3,119.5,PHI,97,0,1,240.0,240.0,34.0,79.0,0.43,12.0,36.0,0.333,28.0,39.0,0.718,14.0,35.0,49.0,21.0,5.0,1.0,9.0,28.0,108.0,,0.562,0.506,0.456,0.494,28.0,81.4,52.7,61.8,5.5,2.0,8.6,100.0,119.5,107.3,NYK,108,1,2023,2023-02-05,False
240.0,240.0,45.0,83.0,0.542,12.0,33.0,0.364,11.0,23.0,0.478,8.0,31.0,39.0,28.0,8.0,6.0,15.0,23.0,113.0,,0.607,0.614,0.398,0.277,19.0,63.3,42.9,62.2,8.2,8.8,13.9,100.0,115.8,121.9,CHO,113,1,0,240.0,240.0,42.0,91.0,0.462,8.0,23.0,0.348,27.0,30.0,0.9,18.0,34.0,52.0,25.0,6.0,2.0,12.0,18.0,119.0,,0.571,0.505,0.253,0.33,36.7,81.0,57.1,59.5,6.1,4.0,10.3,100.0,121.9,115.8,ORL,119,0,2023,2023-02-05,False
240.0,240.0,46.0,88.0,0.523,15.0,37.0,0.405,15.0,16.0,0.938,8.0,38.0,46.0,33.0,7.0,5.0,12.0,20.0,122.0,,0.642,0.608,0.42,0.182,21.1,76.0,52.3,71.7,7.1,8.3,11.2,100.0,123.6,104.4,CLE,122,0,1,240.0,240.0,40.0,92.0,0.435,8.0,32.0,0.25,15.0,22.0,0.682,12.0,30.0,42.0,28.0,3.0,6.0,13.0,20.0,103.0,,0.506,0.478,0.348,0.239,24.0,78.9,47.7,70.0,3.0,11.8,11.3,100.0,104.4,123.6,IND,103,1,2023,2023-02-05,True
240.0,240.0,40.0,92.0,0.435,8.0,32.0,0.25,15.0,22.0,0.682,12.0,30.0,42.0,28.0,3.0,6.0,13.0,20.0,103.0,,0.506,0.478,0.348,0.239,24.0,78.9,47.7,70.0,3.0,11.8,11.3,100.0,104.4,123.6,IND,103,1,0,240.0,240.0,46.0,88.0,0.523,15.0,37.0,0.405,15.0,16.0,0.938,8.0,38.0,46.0,33.0,7.0,5.0,12.0,20.0,122.0,,0.642,0.608,0.42,0.182,21.1,76.0,52.3,71.7,7.1,8.3,11.2,100.0,123.6,104.4,CLE,122,0,2023,2023-02-05,False
240.0,240.0,35.0,82.0,0.427,11.0,42.0,0.262,23.0,27.0,0.852,11.0,27.0,38.0,23.0,5.0,5.0,15.0,22.0,104.0,,0.554,0.494,0.512,0.329,23.4,69.2,44.2,65.7,5.2,8.5,13.8,100.0,108.1,141.3,SAC,104,0,1,240.0,240.0,48.0,85.0,0.565,14.0,26.0,0.538,26.0,34.0,0.765,12.0,36.0,48.0,26.0,11.0,3.0,10.0,23.0,136.0,,0.68,0.647,0.306,0.4,30.8,76.6,55.8,54.2,11.4,7.5,9.1,100.0,141.3,108.1,NOP,136,1,2023,2023-02-05,False
240.0,240.0,48.0,85.0,0.565,14.0,26.0,0.538,26.0,34.0,0.765,12.0,36.0,48.0,26.0,11.0,3.0,10.0,23.0,136.0,,0.68,0.647,0.306,0.4,30.8,76.6,55.8,54.2,11.4,7.5,9.1,100.0,141.3,108.1,NOP,136,1,0,240.0,240.0,35.0,82.0,0.427,11.0,42.0,0.262,23.0,27.0,0.852,11.0,27.0,38.0,23.0,5.0,5.0,15.0,22.0,104.0,,0.554,0.494,0.512,0.329,23.4,69.2,44.2,65.7,5.2,8.5,13.8,100.0,108.1,141.3,SAC,104,0,2023,2023-02-05,True
240.0,240.0,48.0,87.0,0.552,10.0,27.0,0.37,22.0,30.0,0.733,5.0,29.0,34.0,33.0,7.0,3.0,11.0,23.0,128.0,,0.639,0.609,0.31,0.345,12.8,90.6,47.9,68.8,6.8,6.5,9.9,100.0,124.7,95.5,MIN,128,1,0,240.0,240.0,34.0,71.0,0.479,6.0,25.0,0.24,24.0,31.0,0.774,3.0,34.0,37.0,19.0,6.0,5.0,21.0,23.0,98.0,,0.579,0.521,0.352,0.437,9.4,87.2,52.1,55.9,5.8,8.3,19.9,100.0,95.5,124.7,DEN,98,0,2023,2023-02-05,True
